id;NUMBER_OF_INSTALMENTS;TYPE_OF_LEASE;CAR_PRICE;DOWNPAYMENT_TO_CAR_PRICE;RESIDUAL_VALUE_TO_CAR_PRICE;LEGAL_FORM_group;WHETHER_CUSTOMER_BEFORE;CUSTOMER_FOR;NET_ASSETS;ANNUAL_TURNOVER_LAST_YEAR;ANNUAL_COSTS;ANNUAL_INCOME_LAST_YEAR;NUMBER_OF_EMPLOYEES;COMPANY_AGE;REGION;PKD_group;PKD_section;EMAIL;PHONE;TYPE_OF_VEHICLE;VEHICLE_AGE;FRAUD
3918;36;FL;104065.04;0.2000;0.0100;personal_company;yes;3;3513714;13902000;0;1422000;3;16;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
3919;48;FL;55600;0.4137;0.0500;freelancer;yes;3;0;267561;3600;46451;2;29;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;2;NO
3920;60;FL;74710.57;0.1000;0.0100;freelancer;no;0;?;469680;0;228990;8;6;Olsztyn_Warmia_Mazury;services;F;NO;YES;PKW;0;NO
3921;36;FL;107804.88;0.4500;0.0100;freelancer;yes;6;?;1142946.73;0;25826;4;23;Warszawa_Mazowsze;sale;G;YES;NO;LKW;0;NO
3922;36;FL;72300;0.2000;0.0100;freelancer;yes;4;0;0;0;131364.81;13;6;Opole_Dolny_Slask;production;C;YES;NO;PKW;0;NO
3923;36;FL;145528.46;0.2500;0.0100;freelancer;yes;4;?;1610000;0;123000;6;11;Warszawa_Mazowsze;production;C;NO;YES;PKW;0;NO
3924;48;FL;80000;0.2000;0.1500;freelancer;yes;3;?;320000;0;41500;2;4;Warszawa_Mazowsze;production;A;NO;YES;PKW;0;NO
3925;48;FL;131707.32;0.3000;0.0100;civil_partnership;no;0;0;2756770.06;0;379050;4;?;Dolny_Slask;services;H;NO;YES;PKW;0;NO
3926;24;FL;99216.26;0.4500;0.1900;freelancer;yes;4;?;2451082.61;0;427678.87;10;9;Opole_Dolny_Slask;?;?;NO;YES;PKW;1;NO
3927;36;FL;45300.81;0.2000;0.0100;freelancer;yes;3;?;690124.59;0;121255.7;10;4;Warszawa_Mazowsze;services;F;NO;NO;PKW;0;NO
3928;36;FL;48268.29;0.2000;0.0100;freelancer;yes;3;?;690124.59;0;121255.7;10;4;Warszawa_Mazowsze;services;F;NO;NO;PKW;0;NO
3929;36;FL;59268.29;0.2531;0.0100;freelancer;yes;5;0;1031706.94;0;273608.22;4;14;Poznan_Wielkopolska;services;R;YES;YES;PKW;0;NO
3930;36;FL;88123.58;0.2000;0.0100;freelancer;no;0;5159928.91;6997401.89;0;409390.7;18;?;Poznan_Wielkopolska;services;H;YES;YES;PKW;0;NO
3931;60;FL;59819.51;0.2175;0.0100;freelancer;no;0;?;37754.1;4800;15485.86;1;20;Warszawa_Mazowsze;services;Q;YES;YES;PKW;0;NO
3932;60;FL;33682.93;0.1000;0.0100;capital_company;no;0;20069325;16185649;0;73944;21;8;Warszawa_Mazowsze;services;K;NO;YES;PKW;0;NO
3933;60;FL;31707.32;0.1000;0.0100;capital_company;yes;0;20069325;16185649;0;73944;21;8;Warszawa_Mazowsze;services;K;NO;YES;PKW;0;NO
3934;36;FL;43495.93;0.1000;0.2000;capital_company;yes;3;16152000;18232931;0;1442131;95;5;Katowice_Gorny_Slask;production;C;NO;YES;PKW;1;NO
3935;36;FL;37374;0.1000;0.0100;capital_company;yes;4;16152000;18232931;0;1442131;95;6;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;NO
3936;28;FL;56504.07;0.3000;0.1200;freelancer;yes;4;?;797057.75;0;42860.81;0;?;Dolny_Slask;production;A;NO;YES;PKW;0;NO
3937;33;FL;56325.2;0.3000;0.0533;freelancer;yes;4;?;365885.31;0;222107.88;1;10;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3938;60;FL;78699.19;0.3802;0.1000;freelancer;no;0;?;237636.5;0;30665.77;0;22;Olsztyn_Warmia_Mazury;sale;G;NO;YES;PKW;0;NO
3939;24;FL;70800;0.4500;0.1900;freelancer;no;0;?;2256406.81;0;54560.74;6;22;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;LKW;0;NO
3940;36;FL;71463.41;0.4500;0.0100;freelancer;no;0;?;106050.14;7800;40488.26;0;12;Poznan_Wielkopolska;services;Q;NO;YES;PKW;1;NO
3941;36;FL;149024;0.1000;0.0100;freelancer;yes;3;?;1772300;0;230600;10;7;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3942;36;FL;42682.11;0.2000;0.0100;freelancer;yes;3;0;389035.86;0;-36609.53;5;6;Warszawa_Mazowsze;services;G;YES;YES;PKW;0;NO
3943;36;FL;32356.91;0.2000;0.0100;freelancer;yes;3;0;389035.86;0;-36609.53;5;6;Warszawa_Mazowsze;services;G;YES;YES;PKW;0;NO
3944;24;FL;110491.8;0.0742;0.1900;capital_company;yes;3;3029387.62;5574359.66;0;1726293.2;3;3;Kielce_Radom_Gory_Swietokrzyskie;building;F;YES;YES;PKW;0;NO
3945;48;FL;108317.07;0.1000;0.0100;freelancer;yes;4;0;875550;0;123370;1;5;Katowice_Gorny_Slask;services;H;NO;YES;PKW;0;NO
3946;36;FL;27235.77;0.2000;0.0100;freelancer;yes;4;?;291197;0;26283;1;15;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;3;NO
3947;60;FL;68000;0.1000;0.0100;freelancer;no;0;0;59292.32;0;3527.7;7;11;Poznan_Wielkopolska;services;N;NO;YES;PKW;0;NO
3948;48;FL;86295.08;0.4000;0.1000;freelancer;yes;3;0;105000;0;20000;1;4;Koszalin_Pomorze_Srodkowe;?;?;NO;YES;PKW;0;NO
3949;36;FL;34466.67;0.4500;0.0100;freelancer;no;0;0;42021;0;24563;1;17;Katowice_Gorny_Slask;services;M;YES;YES;PKW;1;NO
3950;60;FL;222089.43;0.2000;0.1000;freelancer;yes;6;2668436.93;5777812.57;0;261213.46;25;24;Poznan_Wielkopolska;production;C;YES;YES;LKW;1;NO
3951;36;FL;65573.77;0.4000;0.0100;freelancer;yes;3;?;580453;0;25618;3;17;Bydgoszcz_Torun_Kujawy;?;?;NO;YES;PKW;0;NO
3952;24;FL;37154.47;0.2188;0.1900;capital_company;no;0;3758035;7594825;0;104106;13;?;Krakow_Malopolska;services;A;NO;YES;PKW;0;NO
3953;24;FL;25853.66;0.3000;0.1900;freelancer;yes;4;0;180000;0;94514.12;0;7;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3954;36;FL;92113.82;0.1000;0.0100;freelancer;yes;6;0;3469537;0;207775;16;9;Lublin_Chelm;sale;G;YES;YES;PKW;0;NO
3955;48;FL;163170.73;0.3000;0.0100;civil_partnership;yes;4;?;349016;0;187258;0;15;Bydgoszcz_Torun_Kujawy;?;?;NO;YES;PKW;0;NO
3956;36;FL;71788.63;0.4500;0.0100;freelancer;yes;3;?;188409.96;0;80329.04;0;7;Opole_Dolny_Slask;?;?;NO;YES;PKW;0;NO
3957;24;FL;264959.35;0.4500;0.1900;capital_company;no;0;19786637.8;25365509.6;0;2842879.92;40;14;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
3958;36;FL;51284.55;0.2000;0.0100;capital_company;yes;5;5924000;9628873.02;0;774241.5;36;10;Krakow_Malopolska;production;C;NO;YES;PKW;1;NO
3959;36;FL;53780.49;0.2219;0.0100;freelancer;yes;5;0;522166.16;6000;136282.17;2;7;Koszalin_Pomorze_Srodkowe;services;I;NO;YES;PKW;0;NO
3960;36;FL;115617.89;0.2014;0.0100;freelancer;yes;3;?;176386;0;143019.65;1;3;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;YES;PKW;0;NO
3961;31;FL;252032.52;0.3000;0.0867;freelancer;yes;4;2871286;4344609;0;278627;3;7;Warszawa_Mazowsze;building;F;NO;YES;PKW;0;NO
3962;36;FL;61382.11;0.2000;0.0100;personal_company;no;0;2829638;5508655;0;711563;4;8;Szczecin_Pomorze_Zachodnie;sale;G;NO;YES;PKW;0;NO
3963;36;FL;62601.63;0.2597;0.0100;freelancer;yes;5;?;1493634;0;71740;0;22;Dolny_Slask;?;?;NO;YES;PKW;0;NO
3964;36;FL;158536.58;0.2100;0.0100;freelancer;yes;4;0;890460;0;410000;5;5;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;NO;YES;PKW;0;NO
3965;48;FL;64715.45;0.2000;0.0100;capital_company;yes;5;3620979;12312347;0;29747;30;7;Poznan_Wielkopolska;services;H;YES;YES;PKW;0;NO
3966;48;FL;69105.69;0.3529;0.0100;freelancer;yes;4;0;97940;6000;15710.77;0;14;Poznan_Wielkopolska;services;Q;NO;YES;PKW;0;NO
3967;36;FL;62601.63;0.2000;0.0100;capital_company;yes;4;2103343.95;6330840.9;0;220887.65;18;11;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3968;36;FL;238211.38;0.1000;0.0100;capital_company;no;0;3311353;4793815;0;770336;17;7;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
3969;36;FL;286525.2;0.2000;0.0100;capital_company;yes;1;3311353;4793815;0;770336;17;8;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
3970;36;FL;72647.54;0.2257;0.0100;capital_company;yes;3;4898496;16409882;0;1331956;15;9;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;1;NO
3971;36;FL;72647.54;0.2257;0.0100;capital_company;yes;3;4898496;16409882;0;1331956;15;9;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;1;NO
3972;36;FL;72647.54;0.2257;0.0100;capital_company;yes;3;4898496;16409882;0;1331956;15;9;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;1;NO
3973;36;FL;72647.54;0.2257;0.0100;capital_company;yes;3;4898496;16409882;0;1331956;15;9;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;1;NO
3974;36;FL;153658.54;0.2000;0.0100;capital_company;yes;4;4898496;16409882;0;1331956;15;10;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;0;NO
3975;36;FL;195121.95;0.2000;0.0100;personal_company;yes;5;32710000;37511000;0;5876000;174;5;Poznan_Wielkopolska;production;C;NO;YES;PKW;2;NO
3976;36;FL;130081.3;0.3700;0.0100;freelancer;yes;4;?;1414987.66;0;144494.89;6;23;Warszawa_Mazowsze;production;C;NO;NO;PKW;1;NO
3977;33;FL;193203.25;0.2000;0.0533;capital_company;yes;4;113818184;91327599;0;7312532;80;9;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
3978;36;FL;193203.25;0.2000;0.0100;capital_company;yes;4;113818184;91327599;0;7312532;80;9;Bialystok_Podlasie;?;?;NO;YES;PKW;0;NO
3979;24;FL;126500;0.4500;0.1900;freelancer;no;0;?;1189677.5;0;194030.88;2;26;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3980;24;FL;74781.3;0.4500;0.1900;capital_company;yes;6;72994996.09;16018997.76;0;10111153.64;50;11;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;YES;YES;LKW;0;NO
3981;24;FL;316642.28;0.4500;0.1900;capital_company;yes;4;72994996.09;16018997.76;0;10111153.64;50;9;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;YES;YES;PKW;0;NO
3982;36;FL;299918.7;0.3500;0.0100;capital_company;yes;5;72994996.09;16018997.76;0;10111153.64;50;10;Gdansk_Gdynia_Pomorze_Gdanskie;production;C;YES;YES;PKW;1;NO
3983;60;FL;52958.54;0.2000;0.0100;freelancer;yes;5;?;2000000;0;500000;0;22;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
3984;36;FL;102000.81;0.2000;0.0100;freelancer;yes;3;?;300000;0;120000;1;5;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
3985;24;FL;23495.92;0.3000;0.1900;freelancer;no;0;?;76894;0;56283;0;11;Gdansk_Gdynia_Pomorze_Gdanskie;services;N;NO;NO;PKW;1;NO
3986;24;FL;109324.59;0.4500;0.1900;freelancer;yes;3;0;173680;0;5451;1;12;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
3987;36;FL;106504.07;0.4500;0.0100;freelancer;yes;5;0;4780403.73;0;1027759.13;14;18;Poznan_Wielkopolska;services;N;NO;YES;PKW;0;NO
3988;48;FL;90763.41;0.4500;0.0100;freelancer;yes;5;0;160669;0;51272;1;21;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
3989;48;FL;59349.59;0.4500;0.0100;freelancer;yes;5;0;81638.6;0;8620.47;0;18;Katowice_Gorny_Slask;?;?;YES;YES;PKW;0;NO
3990;36;FL;56528.47;0.1000;0.0100;freelancer;yes;4;?;85628;0;42016;0;7;Lodz_Ziemia_Lodzka;?;?;NO;YES;PKW;1;NO
3991;36;FL;54878.05;0.2000;0.0100;capital_company;yes;4;27080102;108200398;0;141446.4;20;10;Lodz_Ziemia_Lodzka;?;?;NO;NO;PKW;0;NO
3992;36;FL;107317.07;0.4000;0.1000;freelancer;yes;4;0;88706;0;22063;0;7;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
3993;24;FL;28943.09;0.1000;0.1900;capital_company;yes;5;7210592.32;7370626.18;0;1000000;30;10;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
3994;24;FL;28943.09;0.1000;0.1900;capital_company;yes;5;7210592.32;7370626.18;0;1000000;30;10;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
3995;24;FL;28943.09;0.1000;0.1900;capital_company;yes;5;7210592.32;7370626.18;0;1000000;30;10;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
3996;54;FL;196910.57;0.3700;0.1500;freelancer;no;0;?;1350578.54;1800;140958.55;0;9;Szczecin_Pomorze_Zachodnie;?;?;NO;NO;PKW;0;NO
3997;60;FL;94227.64;0.2000;0.0100;capital_company;yes;3;1890397.8;5955089.32;0;2655.65;10;9;Katowice_Gorny_Slask;building;F;NO;YES;PKW;0;NO
3998;48;FL;51000;0.1000;0.0100;civil_partnership;yes;4;0;200000;0;100000;11;?;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
3999;36;FL;103658.54;0.3000;0.0100;freelancer;yes;3;11178000;48451000;0;854000;55;18;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
4000;36;FL;23577.24;0.2000;0.0100;freelancer;yes;3;?;18247952.4;0;2069708.85;20;10;Poznan_Wielkopolska;sale;G;NO;YES;PKW;3;NO
4001;36;FL;36585.37;0.2000;0.0100;freelancer;yes;3;?;18247952.4;0;2069708.85;20;10;Poznan_Wielkopolska;sale;G;NO;YES;PKW;1;NO
4002;24;FL;55853.66;0.3639;0.1991;freelancer;yes;4;0;882242;0;126142.62;0;10;Dolny_Slask;sale;G;NO;NO;PKW;0;NO
4003;36;FL;39268.28;0.2000;0.0100;capital_company;yes;3;1382600.1;3282517.01;0;598242.28;38;17;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
4004;36;FL;81382.11;0.2000;0.1000;capital_company;yes;3;1382600.1;3282517.01;0;598242.28;38;17;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
4005;30;FL;84552.86;0.2000;0.1000;capital_company;yes;3;1382600.1;3282517.01;0;598242.28;38;17;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
4006;36;FL;40731.7;0.2000;0.1000;capital_company;yes;3;1382600.1;3282517.01;0;598242.28;38;17;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
4007;36;FL;81382.11;0.2000;0.1000;capital_company;yes;3;1382600.1;3282517.01;0;598242.28;38;17;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
4008;30;FL;48536.6;0.4000;0.0900;capital_company;yes;5;1382600.1;3282517.01;0;598242.28;38;19;Krakow_Malopolska;services;J;NO;YES;PKW;0;NO
4009;36;FL;156585.38;0.3479;0.0100;freelancer;no;0;?;2818544.8;0;149287.96;17;13;Zielona_Gora_Lubuskie;production;C;NO;YES;PKW;1;NO
4010;36;FL;103300;0.3935;0.0100;freelancer;no;0;?;200000;0;150000;0;7;Dolny_Slask;?;?;NO;YES;PKW;0;NO
4011;33;FL;98292.68;0.1000;0.0100;capital_company;yes;3;2775476;5747703;0;-377957;16;6;Katowice_Gorny_Slask;services;G;YES;YES;PKW;0;NO
4012;48;FL;70325.2;0.2000;0.0100;capital_company;yes;5;2775476;5747703;0;-377957;16;8;Katowice_Gorny_Slask;services;G;YES;YES;PKW;0;NO
4013;36;FL;66504.07;0.1000;0.0100;freelancer;yes;4;0;1432038.13;0;111888.29;0;7;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
4014;36;FL;70731.71;0.2000;0.0100;personal_company;yes;6;1;6977090.12;0;269036.91;21;11;Warszawa_Mazowsze;sale;G;NO;YES;LKW;0;NO
4015;31;FL;44894.31;0.2000;0.0700;personal_company;yes;3;1;6977090.12;0;269036.91;21;9;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
4016;36;FL;89430.89;0.2000;0.0100;personal_company;yes;5;1;6977090.12;0;269036.91;21;10;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
4017;36;FL;122764.23;0.2000;0.2000;personal_company;yes;6;1;6977090.12;0;269036.91;21;11;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
4018;24;FL;16422.76;0.2000;0.1900;freelancer;yes;3;0;491000;0;65000;4;14;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;4;NO
4019;36;FL;32764.23;0.2556;0.0100;freelancer;yes;6;0;73985;0;48977;1;7;Katowice_Gorny_Slask;services;M;NO;NO;PKW;1;NO
4020;48;FL;100000;0.2000;0.0100;freelancer;yes;4;?;760000;0;90000;12;6;Opole_Dolny_Slask;services;G;NO;NO;PKW;1;NO
4021;36;FL;152225.2;0.1000;0.0100;freelancer;yes;4;0;6518000;0;175000;60;8;Kielce_Radom_Gory_Swietokrzyskie;services;N;NO;YES;PKW;0;NO
4022;36;FL;147154.47;0.1000;0.0100;freelancer;yes;5;0;6518000;0;175000;60;8;Kielce_Radom_Gory_Swietokrzyskie;services;N;NO;YES;PKW;0;NO
4023;24;FL;52345.53;0.4500;0.1900;civil_partnership;yes;4;?;200000;0;-10000;4;10;Katowice_Gorny_Slask;?;?;NO;YES;PKW;1;NO
4024;48;FL;28861.79;0.1000;0.0100;capital_company;yes;4;217731;659608;0;21130;10;7;Gdansk_Gdynia_Pomorze_Gdanskie;?;?;NO;NO;PKW;2;NO
4025;36;FL;102032.52;0.1000;0.0100;capital_company;no;0;4044333.33;9967628.71;0;853378.83;14;4;Poznan_Wielkopolska;services;M;NO;YES;PKW;0;NO
4026;36;FL;170975.61;0.2500;0.0100;freelancer;no;0;0;4038730;3600;330149.21;5;8;Opole_Dolny_Slask;sale;G;NO;YES;PKW;0;NO
4027;36;FL;52760.99;0.3000;0.0100;freelancer;yes;4;?;2780900;0;701449.3;10;8;Poznan_Wielkopolska;sale;G;NO;YES;PKW;1;NO
4028;48;FL;26829.27;0.3000;0.0100;freelancer;yes;5;?;553077.71;0;41574;0;7;Rzeszow_Podkarpacie_Bieszczady;services;J;YES;NO;PKW;1;NO
4029;24;FL;65447.14;0.4500;0.3000;freelancer;yes;6;?;1079646.99;0;35779.8;11;18;Poznan_Wielkopolska;services;I;NO;YES;LKW;0;NO
4030;24;FL;112450;0.4500;0.1900;freelancer;yes;5;?;1079646.99;0;35779.8;11;18;Poznan_Wielkopolska;services;I;NO;YES;PKW;0;NO
4031;36;FL;69105.69;0.2000;0.0100;freelancer;yes;5;?;120000;0;93000;6;23;Olsztyn_Warmia_Mazury;?;?;NO;YES;PKW;0;NO
4032;36;FL;135000;0.4500;0.0100;freelancer;yes;5;?;2488130;0;1276954;10;16;Kielce_Radom_Gory_Swietokrzyskie;building;F;NO;YES;PKW;0;NO
4033;36;FL;84471.54;0.2887;0.0100;freelancer;yes;5;0;118672;0;66197.97;1;7;Koszalin_Pomorze_Srodkowe;services;Q;NO;YES;PKW;0;NO
4034;36;FL;118048.78;0.4000;0.0100;personal_company;yes;6;?;2528233.04;0;56837.52;12;12;Bialystok_Podlasie;sale;G;YES;YES;LKW;0;NO
4035;25;FL;122764.23;0.4000;0.1900;freelancer;yes;4;0;394815;0;194305;2;10;Poznan_Wielkopolska;services;Q;NO;YES;PKW;1;NO
4036;60;FL;187760.98;0.4300;0.0100;freelancer;no;0;?;400000;0;300000;3;12;Dolny_Slask;services;M;YES;YES;PKW;0;NO
4037;36;FL;104878.05;0.3000;0.0100;freelancer;no;0;?;520000;6000;277000;1;15;Olsztyn_Warmia_Mazury;services;M;NO;YES;PKW;0;NO
4038;48;FL;109713.82;0.3000;0.0100;freelancer;yes;0;?;520000;6000;277000;1;16;Olsztyn_Warmia_Mazury;services;M;NO;YES;PKW;0;NO
4039;36;FL;78455.28;0.2000;0.0100;capital_company;yes;4;152104000;566020000;0;7429000;1576;10;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
4040;36;FL;81626.02;0.2000;0.0100;capital_company;yes;4;152104000;566020000;0;7429000;1576;10;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
4041;36;FL;81626.02;0.2000;0.0100;capital_company;yes;4;152104000;566020000;0;7429000;1576;10;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
4042;36;FL;84065.04;0.2000;0.0100;capital_company;yes;6;152104000;566020000;0;7429000;1576;11;Poznan_Wielkopolska;production;C;NO;YES;PKW;0;NO
4043;24;FL;130466.67;0.4500;0.1900;freelancer;yes;3;?;273532;2400;148437;0;?;Bialystok_Podlasie;services;M;NO;YES;PKW;0;NO
4044;36;FL;61382.11;0.3000;0.0100;capital_company;yes;5;735685.95;935666.99;0;38145.04;10;22;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
4045;36;FL;71402.44;0.3416;0.0100;capital_company;yes;5;735685.95;935666.99;0;38145.04;10;22;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
4046;60;FL;45691.06;0.2000;0.0100;freelancer;yes;5;0;241000;0;132550;0;11;Katowice_Gorny_Slask;services;M;NO;YES;PKW;0;NO
4047;48;FL;139000;0.1000;0.0100;civil_partnership;yes;4;0;559864.22;0;171260.59;0;5;Krakow_Malopolska;services;S;NO;YES;PKW;0;NO
4048;36;FL;286686.17;0.1000;0.0100;capital_company;no;0;29975391;35866306;0;-2729082.8;42;14;Warszawa_Mazowsze;building;F;YES;YES;PKW;1;NO
4049;24;FL;82837.4;0.4000;0.1900;capital_company;no;0;209691.27;718894.28;0;68873.38;3;?;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;LKW;0;NO
4050;36;FL;61604;0.3000;0.0100;freelancer;yes;6;0;1915635;0;107720;0;16;Warszawa_Mazowsze;production;C;NO;YES;PKW;1;NO
4051;36;FL;33967.21;0.2413;0.0100;capital_company;yes;3;1417737.66;2136876.48;0;-66666;8;3;Szczecin_Pomorze_Zachodnie;sale;G;YES;YES;PKW;0;NO
4052;48;FL;47910.57;0.1000;0.0100;capital_company;yes;4;1417737.66;2136876.48;0;-66666;8;4;Szczecin_Pomorze_Zachodnie;sale;G;YES;YES;PKW;0;NO
4053;48;FL;47910.57;0.1000;0.0100;capital_company;yes;4;1417737.66;2136876.48;0;-66666;8;4;Szczecin_Pomorze_Zachodnie;sale;G;YES;YES;PKW;0;NO
4054;36;FL;62195.12;0.4500;0.0100;freelancer;yes;3;?;150000;0;65000;0;24;Poznan_Wielkopolska;?;?;NO;NO;PKW;0;NO
4055;24;FL;154471.54;0.3000;0.1900;freelancer;yes;4;?;421758;0;-31715;3;10;Kielce_Radom_Gory_Swietokrzyskie;services;G;YES;YES;PKW;0;NO
4056;24;FL;151219;0.3000;0.1900;freelancer;yes;6;?;421758;0;-31715;3;11;Kielce_Radom_Gory_Swietokrzyskie;services;G;YES;YES;PKW;1;NO
4057;36;FL;61609.76;0.3000;0.0100;freelancer;yes;4;?;184000;0;118000;0;17;Krakow_Malopolska;services;M;NO;NO;PKW;0;NO
4058;37;FL;61101.64;0.1000;0.5280;capital_company;yes;3;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;1;NO
4059;37;FL;45500;0.1000;0.4400;capital_company;yes;3;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;1;NO
4060;37;FL;48750;0.1000;0.4046;capital_company;yes;3;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;1;NO
4061;37;FL;48750;0.1000;0.4400;capital_company;yes;3;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;1;NO
4062;44;FL;37000.82;0.0000;0.4500;capital_company;yes;4;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
4063;37;FL;48350;0.0000;0.4775;capital_company;yes;4;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
4064;40;FL;49550;0.0000;0.4300;capital_company;yes;4;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
4065;37;FL;48350;0.0000;0.4609;capital_company;yes;4;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
4066;37;FL;49550;0.0000;0.4337;capital_company;yes;4;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
4067;37;FL;48350;0.0000;0.4791;capital_company;yes;4;10584467;79298067;0;278387;3970;?;Wroclaw_Dolny_Slask;services;N;NO;YES;PKW;0;NO
4068;60;FL;66900;0.2000;0.0100;freelancer;yes;2;0;4065027.48;0;412601.31;14;6;Lodz_Ziemia_Lodzka;services;I;NO;YES;PKW;0;NO
4069;48;FL;128886.18;0.1000;0.0100;freelancer;yes;4;0;243850;0;143498.29;0;14;Warszawa_Mazowsze;services;Q;NO;YES;PKW;1;NO
4070;36;FL;62601.63;0.1000;0.0100;freelancer;no;0;?;292758;0;46333;0;13;Warszawa_Mazowsze;services;J;NO;YES;PKW;0;NO
4071;36;FL;111827.87;0.1000;0.0100;freelancer;no;0;?;1525217.8;0;137884.44;4;10;Katowice_Gorny_Slask;sale;G;YES;YES;PKW;0;NO
4072;48;FL;84913.66;0.1926;0.0100;freelancer;no;0;0;165525.2;0;102622.07;0;5;Lublin_Chelm;services;Q;NO;NO;PKW;0;NO
4073;36;FL;233178.86;0.2000;0.2000;freelancer;yes;4;?;5122137;0;153189;19;7;Zielona_Gora_Lubuskie;?;?;NO;YES;PKW;0;NO
4074;36;FL;122000;0.4000;0.0100;freelancer;yes;3;?;1479748.92;0;33106.73;2;4;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
4075;36;FL;120504.08;0.2000;0.0100;freelancer;yes;4;0;96585;0;49883;1;16;Olsztyn_Warmia_Mazury;?;?;NO;YES;PKW;0;NO
4076;38;FL;99787.79;0.2000;0.0100;freelancer;yes;4;5733691.18;7309621.21;0;376308.46;18;10;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
4077;38;FL;96787.79;0.2000;0.0100;freelancer;yes;4;5733691.18;7309621.21;0;376308.46;18;10;Gdansk_Gdynia_Pomorze_Gdanskie;building;F;NO;YES;PKW;0;NO
4078;36;FL;223170.73;0.3643;0.0100;freelancer;yes;6;?;1793767.73;12000;579773.22;9;9;Warszawa_Mazowsze;services;I;NO;YES;LKW;0;NO
