City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,4/17/2015,,,,,25.7,,0.0,,,0.0,0.0,0.0,,
Amritsar,6/23/2019,30.83,111.52,14.72,8.14,19.02,38.58,0.75,12.05,18.98,5.03,1.92,9.24,100.0,Satisfactory
Lucknow,3/13/2019,95.71,,7.89,48.46,37.06,12.2,1.14,12.57,37.47,0.38,2.24,,207.0,Poor
Delhi,8/28/2016,57.09,170.2,12.69,28.7,38.71,31.55,1.67,7.04,27.7,4.97,13.2,,224.0,Poor
Talcher,12/21/2017,,,,,,,3.41,,0.03,,,,,
Mumbai,11/13/2019,64.9,122.75,19.44,47.12,66.57,17.01,1.03,9.55,28.58,5.17,,,140.0,Moderate
Amaravati,5/22/2018,13.23,41.25,2.51,5.4,4.92,9.37,,6.55,29.12,0.23,0.04,1.3,65.0,Satisfactory
Chennai,2/7/2018,33.44,,10.32,19.56,15.07,123.21,0.94,6.16,16.92,1.21,1.71,,78.0,Satisfactory
Jorapokhar,10/31/2019,69.65,103.78,8.63,9.13,,6.28,,4.86,51.53,,,,129.0,Moderate
Gurugram,8/19/2017,61.04,,4.03,24.97,,,1.0,6.9,29.56,0.0,0.0,,130.0,Moderate
Patna,11/23/2017,262.21,,9.56,76.32,25.56,,1.26,21.75,103.64,0.5,3.81,1.29,398.0,Very Poor
Lucknow,3/7/2016,141.32,,12.37,27.7,5.15,,1.37,5.83,51.56,1.33,4.21,,335.0,Very Poor
Hyderabad,2/25/2019,49.41,119.44,2.39,37.02,21.5,14.39,0.52,11.5,35.68,1.88,15.46,3.05,100.0,Satisfactory
Mumbai,7/24/2019,7.93,22.05,22.44,13.77,36.2,13.52,0.28,7.67,15.25,2.83,,,51.0,Satisfactory
Coimbatore,3/18/2020,29.96,44.05,0.57,45.23,45.8,,0.73,9.27,40.21,0.0,0.0,,66.0,Satisfactory
Amaravati,12/11/2019,51.44,82.17,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,86.0,Satisfactory
Brajrajnagar,2/7/2018,122.68,226.39,19.58,28.96,48.53,10.63,4.71,10.49,10.78,,,,316.0,Very Poor
Ahmedabad,9/13/2017,,,,,,,,,,,,,,
Jaipur,5/4/2018,51.16,132.15,9.04,25.09,30.24,18.38,0.73,7.2,101.61,0.68,19.83,,150.0,Moderate
Bhopal,10/24/2019,50.81,153.3,9.86,44.22,31.54,14.41,1.24,15.89,57.63,,,,116.0,Moderate
Gurugram,12/10/2018,178.2,348.94,52.9,35.31,71.81,,0.65,9.3,23.87,0.0,0.0,,285.0,Poor
Gurugram,2/15/2016,,,,,,,,,,,,,,
Bengaluru,12/19/2016,37.8,144.73,8.19,40.9,0.0,20.01,0.73,4.27,25.9,2.82,5.5,,97.0,Satisfactory
Bengaluru,5/10/2020,24.29,59.49,3.02,13.18,13.74,8.84,0.77,6.93,34.13,0.22,1.48,,78.0,Satisfactory
Bengaluru,10/20/2017,79.76,264.9,14.24,40.38,22.47,26.81,0.58,5.88,38.72,1.6,2.51,,177.0,Moderate
Delhi,12/8/2018,202.83,358.72,85.16,59.06,107.05,49.42,2.2,15.47,37.6,7.6,57.49,5.16,366.0,Very Poor
Jaipur,12/5/2019,52.63,110.43,8.36,51.15,48.35,45.78,0.88,19.16,72.92,2.72,12.27,,123.0,Moderate
Brajrajnagar,7/4/2019,24.34,31.63,10.93,12.26,6.72,30.98,1.57,2.64,9.71,2.95,,,102.0,Moderate
Bengaluru,8/23/2019,15.08,44.78,7.84,18.23,22.24,12.69,0.85,4.64,18.5,0.67,1.93,,65.0,Satisfactory
Delhi,5/4/2018,49.09,123.82,11.61,30.44,37.96,38.61,1.17,9.06,59.09,1.41,2.55,0.0,146.0,Moderate
Patna,10/10/2017,42.42,,19.87,20.6,40.18,,0.08,5.83,4.56,0.01,0.11,0.02,84.0,Satisfactory
Delhi,6/17/2016,67.76,120.06,16.21,41.27,52.49,32.53,1.87,10.43,59.25,2.66,10.79,,172.0,Moderate
Bengaluru,11/15/2019,26.33,65.78,15.95,28.61,38.17,18.25,1.1,6.02,18.93,0.74,2.54,,77.0,Satisfactory
Patna,11/3/2019,271.56,,12.6,20.2,12.88,,2.2,66.6,72.26,11.08,28.82,19.9,419.0,Severe
Gurugram,2/5/2020,118.41,228.69,34.62,28.99,44.67,,2.39,8.26,39.12,2.01,6.01,,285.0,Poor
Chennai,2/14/2016,57.58,,10.37,11.15,13.49,7.68,1.42,2.77,19.11,2.28,7.17,,133.0,Moderate
Patna,6/21/2015,,,17.2,11.84,29.1,,1.13,6.31,7.35,,,,,
Bengaluru,1/13/2019,54.44,99.59,10.6,42.99,43.65,27.09,0.93,5.47,65.16,0.36,1.1,,125.0,Moderate
Hyderabad,7/15/2015,30.78,,8.19,7.49,15.55,,0.87,7.24,13.39,,,,113.0,Moderate
Lucknow,2/24/2018,198.75,,38.5,54.01,52.21,43.39,1.14,21.7,42.51,1.79,1.78,,382.0,Very Poor
Hyderabad,4/30/2017,24.73,71.82,6.14,25.71,8.76,25.94,0.1,11.4,55.85,0.06,0.94,0.11,99.0,Satisfactory
Mumbai,10/21/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Amaravati,7/25/2019,11.23,25.46,12.82,24.43,23.57,2.84,0.38,21.66,27.89,0.11,1.35,0.27,,
Patna,1/28/2016,272.65,,58.16,36.55,94.72,,1.85,9.28,14.59,0.37,0.8,0.53,395.0,Very Poor
Delhi,6/15/2018,153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,0.0,593.0,Severe
Hyderabad,12/17/2015,33.48,81.25,6.92,12.47,17.9,10.55,0.8,9.02,28.24,1.22,5.43,0.73,92.0,Satisfactory
Mumbai,7/20/2018,16.52,67.74,10.53,18.31,28.85,,1.24,11.57,27.49,0.71,,,70.0,Satisfactory
Kolkata,4/29/2019,27.48,102.42,5.58,19.63,25.17,14.68,0.37,3.31,13.32,2.36,8.02,,78.0,Satisfactory
Delhi,10/7/2017,70.98,151.15,17.2,25.61,14.27,35.37,0.32,22.29,34.44,0.27,1.72,0.09,193.0,Moderate
Delhi,8/29/2019,33.92,90.29,11.52,30.6,27.72,32.6,0.93,8.24,30.97,1.88,15.84,0.44,103.0,Moderate
Thiruvananthapuram,4/30/2018,29.38,59.65,2.91,11.71,8.61,3.37,0.86,6.53,42.29,,,,65.0,Satisfactory
Chennai,7/27/2016,24.43,,3.23,7.59,8.09,93.67,1.22,2.36,24.2,0.48,0.9,,78.0,Satisfactory
Jorapokhar,6/23/2020,,74.86,26.15,11.18,,9.03,1.91,15.97,83.05,,,,180.0,Moderate
Delhi,6/4/2020,68.24,143.79,11.87,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63,2.28,144.0,Moderate
Delhi,6/4/2018,64.42,179.31,14.32,30.68,38.57,49.08,0.81,8.14,57.03,2.13,3.41,0.0,170.0,Moderate
Bengaluru,12/13/2016,204.25,,1.55,22.25,0.0,37.1,0.97,7.88,18.31,1.23,2.05,,342.0,Very Poor
Kolkata,8/1/2019,23.61,44.79,12.28,25.41,36.5,9.46,0.5,5.62,23.09,15.5,10.93,2.84,59.0,Satisfactory
Hyderabad,12/31/2017,68.45,126.76,13.13,62.26,43.33,18.74,1.02,8.17,39.55,4.47,23.6,5.0,138.0,Moderate
Bengaluru,6/7/2015,12.69,,4.38,25.18,27.39,28.0,4.45,4.22,19.63,2.71,1.93,,74.0,Satisfactory
Kolkata,2/26/2019,49.4,75.42,6.05,53.47,59.51,38.37,0.73,3.7,21.92,3.4,7.49,,135.0,Moderate
Amaravati,11/22/2018,59.2,112.7,5.92,60.41,37.34,6.46,0.86,31.55,39.89,0.05,0.16,,,
Patna,11/23/2016,199.17,,89.92,41.0,130.92,,3.07,10.51,28.75,0.25,0.96,0.82,405.0,Severe
Mumbai,1/4/2018,,,,,112.87,,3.55,,,0.0,0.0,0.0,,
Lucknow,6/5/2018,96.54,,4.19,28.77,21.61,34.0,0.58,8.05,13.17,0.0,0.0,,219.0,Poor
Gurugram,4/22/2018,40.76,203.33,,,17.61,,0.17,,,,,,173.0,Moderate
Chennai,2/1/2016,107.65,,10.73,14.47,16.13,4.15,1.45,4.07,21.67,9.88,10.15,,220.0,Poor
Kolkata,12/17/2018,116.95,187.51,9.02,54.68,63.69,41.99,0.6,10.33,29.16,5.47,10.55,,276.0,Poor
Bengaluru,1/6/2015,,,6.6,23.2,16.24,26.35,0.52,4.42,13.82,22.68,4.11,,,
Hyderabad,8/12/2015,17.79,,5.41,8.7,14.0,,0.65,6.52,11.51,0.94,3.88,0.04,87.0,Satisfactory
Lucknow,5/27/2015,39.79,,2.44,10.08,6.15,,4.89,16.28,30.02,2.23,0.86,,163.0,Moderate
Patna,7/28/2016,64.13,,28.17,19.68,47.85,,1.15,2.36,8.43,0.2,0.79,0.6,95.0,Satisfactory
Hyderabad,7/21/2018,19.61,51.45,2.81,23.18,14.44,13.67,0.3,9.11,15.35,0.69,5.28,3.97,41.0,Good
Visakhapatnam,10/25/2017,,,,,0.0,0.23,0.0,,,0.0,0.0,0.0,,
Amritsar,11/25/2017,143.81,268.1,93.94,50.9,144.84,10.58,2.44,11.24,21.83,8.29,11.41,18.47,322.0,Very Poor
Amaravati,3/20/2020,15.23,28.92,2.14,7.4,5.67,10.07,0.49,25.54,28.78,0.08,0.51,0.1,43.0,Good
Coimbatore,11/2/2019,41.93,48.23,12.98,26.71,39.69,4.94,0.91,11.89,26.22,0.0,0.0,,67.0,Satisfactory
Ahmedabad,7/18/2015,48.17,,0.65,8.0,8.55,,0.65,18.99,7.97,1.23,4.74,0.12,93.0,Satisfactory
Kolkata,5/21/2020,7.3,32.25,3.85,6.66,10.57,8.02,0.36,4.39,24.14,1.33,8.53,0.57,37.0,Good
Chandigarh,12/5/2019,92.12,167.97,70.94,5.08,59.09,35.57,1.25,9.06,13.89,10.36,0.92,0.22,204.0,Poor
Patna,3/28/2018,142.11,,14.26,13.69,12.35,,2.1,49.48,4.61,0.5,3.69,1.77,312.0,Very Poor
Amaravati,12/3/2019,63.99,97.97,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2.0,0.1,100.0,Satisfactory
Mumbai,10/23/2016,,,,,,,0.0,,,,,,,
Guwahati,4/11/2019,66.63,135.87,29.45,18.87,68.61,17.3,1.03,21.65,36.44,1.73,,,114.0,Moderate
Thiruvananthapuram,12/26/2017,60.35,79.85,2.21,7.01,4.26,9.86,1.31,3.44,41.78,,,,94.0,Satisfactory
Visakhapatnam,6/18/2017,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Ahmedabad,3/22/2018,100.33,,9.58,92.44,52.24,,9.58,37.78,60.16,0.74,5.89,3.79,484.0,Severe
Gurugram,9/14/2018,44.35,,18.06,20.25,23.71,,0.41,5.57,9.5,2.16,,,77.0,Satisfactory
Chennai,2/14/2019,178.54,,4.91,11.68,16.58,65.17,1.03,11.87,56.47,0.0,0.0,,283.0,Poor
Hyderabad,6/9/2017,17.05,39.07,4.9,20.03,7.59,20.71,0.08,5.5,33.48,0.31,1.4,0.45,69.0,Satisfactory
Lucknow,3/23/2016,84.62,,38.05,35.94,4.22,,1.44,7.85,92.24,1.56,3.28,,201.0,Poor
Brajrajnagar,6/17/2018,74.96,,9.56,16.06,25.62,6.58,2.74,12.8,14.78,4.44,,,167.0,Moderate
Jaipur,11/8/2018,106.88,228.55,33.54,29.13,53.74,14.73,1.96,27.32,41.57,1.96,1.98,,250.0,Poor
Jorapokhar,5/27/2017,,83.56,8.12,10.32,,,0.42,39.88,10.19,,,,93.0,Satisfactory
Amritsar,11/19/2017,106.43,224.99,56.49,12.22,68.71,10.81,1.05,5.24,21.02,4.3,7.9,13.38,206.0,Poor
Talcher,1/17/2018,,,,,,,,,,,,,,
Gurugram,12/5/2017,207.67,,7.53,19.69,16.1,,2.58,8.77,14.37,1.09,1.77,,372.0,Very Poor
Chennai,4/14/2015,87.48,,7.97,18.6,17.24,10.79,1.02,6.25,27.62,,,,205.0,Poor
Chennai,8/3/2016,40.39,,9.46,14.77,16.3,101.72,6.35,4.04,11.18,1.5,9.03,,151.0,Moderate
Bengaluru,8/10/2018,18.24,59.31,23.38,16.8,29.13,19.74,0.79,7.52,11.75,0.54,3.42,,60.0,Satisfactory
Gurugram,1/16/2019,163.92,302.49,117.84,63.23,131.36,,1.48,10.28,33.66,0.0,0.0,,298.0,Poor
Lucknow,4/2/2015,59.78,,15.1,23.79,4.98,,2.66,12.63,27.54,2.8,3.67,,157.0,Moderate
Patna,6/26/2019,51.05,,19.02,100.42,49.58,,1.31,40.78,65.37,1.25,6.97,5.61,115.0,Moderate
Gurugram,1/20/2019,136.27,,84.84,54.29,102.62,,2.83,7.55,35.48,0.0,0.0,,328.0,Very Poor
Hyderabad,4/18/2016,51.86,108.24,4.68,28.92,23.65,22.27,1.2,4.67,27.96,0.99,4.38,1.22,139.0,Moderate
Jaipur,10/11/2017,101.04,148.16,15.94,32.03,31.06,56.05,0.3,17.57,1.75,0.0,0.57,,206.0,Poor
Lucknow,7/12/2018,26.27,,11.61,25.94,22.96,23.15,0.88,8.67,44.56,0.0,0.08,,89.0,Satisfactory
Jorapokhar,11/19/2018,,,,,,,,,,,,,,
Chennai,10/5/2015,46.7,,17.25,13.7,20.87,29.51,0.65,13.31,32.14,0.04,0.49,,89.0,Satisfactory
Talcher,10/12/2019,35.44,59.78,20.13,9.32,29.44,7.18,1.87,27.91,12.11,0.0,,,100.0,Satisfactory
Mumbai,5/23/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Delhi,12/8/2015,283.59,478.19,147.22,140.09,204.44,90.35,3.33,23.41,139.79,6.01,20.92,,437.0,Severe
Chennai,5/4/2018,76.95,,38.8,73.31,77.57,209.32,0.77,4.36,40.29,1.45,2.35,,127.0,Moderate
Visakhapatnam,12/29/2017,52.25,103.4,9.07,52.56,35.2,11.33,1.08,6.26,52.57,3.59,6.08,1.71,160.0,Moderate
Mumbai,12/15/2018,57.49,159.6,40.58,44.05,84.54,,1.87,29.7,38.71,1.01,,,136.0,Moderate
Amritsar,3/31/2018,60.49,175.86,,6.46,,10.05,0.78,4.04,,,,,,
Gurugram,2/27/2019,36.88,77.26,11.01,21.61,23.8,,0.46,27.58,35.91,0.0,0.0,,86.0,Satisfactory
Guwahati,6/16/2020,16.03,26.82,1.89,9.27,5.92,1.6,0.4,15.63,24.49,0.0,,,34.0,Good
Jaipur,12/13/2019,53.64,110.13,9.81,37.64,38.65,30.95,0.79,13.03,37.08,2.34,8.0,,141.0,Moderate
Brajrajnagar,12/18/2017,72.55,124.51,,20.44,,7.18,2.5,5.91,7.15,0.0,,,138.0,Moderate
Patna,7/5/2017,,,,,,,,,,,,,,
Visakhapatnam,9/19/2017,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Chennai,5/29/2020,38.3,,9.04,13.54,21.64,40.71,1.11,6.54,57.6,0.12,0.0,,112.0,Moderate
Ahmedabad,5/4/2020,23.73,69.88,4.85,15.87,11.36,,0.73,20.04,58.72,2.38,16.23,0.9,130.0,Moderate
Mumbai,7/23/2016,,,,,64.61,,0.0,,,,,,,
Gurugram,7/30/2019,24.52,68.42,9.18,7.25,9.6,,0.56,16.39,28.63,2.0,6.0,,50.0,Good
Thiruvananthapuram,10/20/2017,11.5,16.0,0.95,3.12,0.1,2.35,0.02,2.6,3.83,,,,,
Patna,6/19/2018,71.61,,15.64,117.08,42.21,,0.9,42.54,72.6,5.69,53.97,27.06,151.0,Moderate
Chennai,11/18/2016,62.58,,4.05,29.62,16.66,,0.0,5.8,54.3,0.18,0.12,,109.0,Moderate
Mumbai,10/30/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Thiruvananthapuram,9/6/2019,9.23,19.67,0.94,3.35,1.91,1.07,0.78,1.81,13.47,,,,53.0,Satisfactory
Gurugram,8/31/2018,74.94,,12.93,20.75,18.9,,0.61,6.12,16.1,0.83,,,133.0,Moderate
Ahmedabad,8/23/2018,38.65,,30.68,60.26,52.29,,30.68,146.84,16.31,5.28,28.84,1.07,482.0,Severe
Kolkata,8/12/2018,16.08,35.46,5.94,22.15,28.08,8.89,1.22,1.51,8.91,1.23,13.96,,68.0,Satisfactory
Patna,11/17/2019,153.46,,37.59,86.38,45.18,,1.47,50.06,111.09,5.11,14.66,10.36,319.0,Very Poor
Bengaluru,3/21/2015,48.59,,3.47,27.0,18.04,28.02,3.89,1.94,52.96,21.33,196.72,,91.0,Satisfactory
Mumbai,4/27/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Delhi,9/11/2019,79.6,174.33,15.86,39.69,37.15,31.57,1.15,9.54,48.95,2.5,27.98,2.06,166.0,Moderate
Bhopal,5/17/2020,19.6,66.04,1.06,9.67,6.09,15.0,0.37,7.47,89.45,,,,117.0,Moderate
Hyderabad,3/7/2016,38.93,85.11,5.41,8.1,12.18,10.3,0.77,5.48,40.82,0.74,3.34,0.75,100.0,Satisfactory
Bengaluru,4/30/2020,20.3,54.56,4.21,15.27,17.17,8.07,0.75,5.45,32.26,0.36,1.36,,61.0,Satisfactory
Bengaluru,10/23/2018,49.17,123.18,23.55,43.25,52.1,13.07,1.16,8.02,24.69,0.59,2.32,,119.0,Moderate
Coimbatore,8/12/2019,23.38,28.34,10.23,7.36,17.58,28.44,1.33,8.69,13.68,0.02,0.0,,69.0,Satisfactory
Delhi,3/31/2018,101.59,292.49,25.6,44.76,57.92,42.4,1.17,16.59,67.56,2.96,5.24,0.0,269.0,Poor
Patna,5/8/2019,78.57,,6.85,5.45,5.57,,1.33,39.86,71.68,1.88,16.32,6.97,190.0,Moderate
Visakhapatnam,4/7/2020,14.48,47.4,15.8,29.2,28.6,7.87,0.11,7.26,8.52,2.33,6.63,0.97,46.0,Good
Ahmedabad,10/30/2015,54.59,,2.31,18.33,20.64,,2.31,19.08,42.43,3.47,10.25,1.12,114.0,Moderate
Ahmedabad,2/19/2018,242.66,,132.47,199.17,246.03,,132.47,,44.06,0.74,5.81,3.21,2049.0,Severe
Bengaluru,2/16/2017,34.8,86.61,11.7,70.5,0.0,23.65,1.25,7.73,,,,,83.0,Satisfactory
Visakhapatnam,10/3/2017,8.06,41.55,1.5,,0.05,0.24,0.19,3.25,7.62,0.77,2.09,0.41,,
Patna,9/3/2016,26.06,,14.5,14.57,29.03,,1.1,5.14,13.57,0.11,0.66,0.25,113.0,Moderate
Mumbai,9/27/2019,8.39,22.71,15.69,12.29,27.95,14.47,0.39,7.44,10.11,2.41,,,49.0,Good
Patna,3/30/2020,35.36,92.03,7.69,55.75,24.29,12.52,0.53,11.76,15.52,0.77,3.92,0.63,92.0,Satisfactory
Bengaluru,5/31/2018,33.16,41.38,7.15,22.99,17.21,,1.03,3.55,21.01,0.47,2.92,,73.0,Satisfactory
Thiruvananthapuram,5/10/2019,21.15,56.44,2.38,5.88,3.3,2.4,0.87,2.32,48.23,,,,64.0,Satisfactory
Visakhapatnam,5/3/2018,23.95,75.02,16.82,64.59,48.21,7.37,0.69,8.61,38.82,6.87,15.25,5.86,,
Kolkata,3/15/2019,88.46,155.33,9.15,85.21,94.18,29.01,0.83,13.91,37.35,7.65,10.35,,207.0,Poor
Ahmedabad,12/28/2015,,,,,,,,,,,,,,
Bengaluru,8/9/2017,22.31,92.2,14.25,29.38,0.0,24.68,0.95,5.12,33.6,1.17,1.19,,74.0,Satisfactory
Chennai,11/13/2019,37.23,109.85,8.54,13.89,20.04,68.8,0.52,7.38,41.66,0.25,3.21,,76.0,Satisfactory
Mumbai,12/17/2018,50.82,135.22,36.94,37.73,67.63,,1.7,23.54,43.0,1.01,,,128.0,Moderate
Kolkata,2/21/2020,81.15,175.18,53.7,57.85,108.0,28.02,0.86,12.45,38.87,13.0,21.41,2.75,162.0,Moderate
Delhi,12/27/2016,213.2,395.37,114.55,93.45,56.14,47.88,0.94,24.51,36.9,6.13,11.06,,319.0,Very Poor
Ahmedabad,12/16/2019,45.47,89.73,5.2,20.62,13.94,,5.2,18.8,30.45,,,,145.0,Moderate
Kolkata,5/13/2018,,,2.67,25.65,28.33,10.73,0.0,,,0.84,2.97,,,
Ahmedabad,1/5/2015,,,22.1,21.42,37.76,,22.1,39.33,39.31,7.01,18.89,2.78,,
Ahmedabad,7/24/2017,,,,,,,,,,,,,,
Ahmedabad,10/2/2015,102.49,,33.31,37.85,71.17,,33.31,27.32,24.85,19.81,51.29,15.05,731.0,Severe
Bhopal,3/16/2020,32.78,138.8,7.14,37.17,25.58,13.22,0.99,9.03,64.88,,,,133.0,Moderate
Chandigarh,10/6/2019,38.69,82.66,10.07,4.05,10.31,6.01,0.49,14.44,15.07,4.07,1.45,1.58,83.0,Satisfactory
Hyderabad,6/8/2015,30.71,,11.46,11.84,23.0,,0.75,7.8,23.72,,,,118.0,Moderate
Ahmedabad,11/11/2019,84.08,170.94,17.69,208.92,122.08,,17.69,,49.3,2.14,27.52,1.91,289.0,Poor
Visakhapatnam,7/28/2019,27.38,50.55,22.79,39.75,39.68,5.41,0.75,15.04,3.57,4.77,11.66,3.55,71.0,Satisfactory
Mumbai,8/28/2015,,,,,93.84,,0.0,,,0.0,0.0,0.0,,
Gurugram,12/3/2019,112.58,198.47,11.95,54.1,43.75,,0.97,4.56,38.16,2.0,5.97,,265.0,Poor
Guwahati,4/9/2020,58.36,112.46,1.36,7.41,4.62,3.57,0.36,16.55,43.33,0.12,,,154.0,Moderate
Gurugram,10/3/2016,79.11,,,,,,0.51,2.47,26.79,,,,112.0,Moderate
Delhi,12/7/2017,88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,0.1,215.0,Poor
Thiruvananthapuram,11/24/2018,19.58,37.35,4.72,5.88,6.68,3.43,1.25,6.56,32.03,,,,73.0,Satisfactory
Mumbai,1/24/2020,73.57,163.95,36.83,40.8,76.32,20.89,1.17,11.7,39.02,4.24,,,172.0,Moderate
Bengaluru,2/25/2018,21.87,33.81,3.17,14.46,13.05,,0.92,2.34,37.55,0.03,0.69,,69.0,Satisfactory
Jorapokhar,1/18/2018,,165.49,9.83,11.64,,6.99,0.34,55.11,23.77,,,,159.0,Moderate
Chennai,8/30/2019,22.87,39.16,7.53,14.85,22.38,20.91,0.73,6.61,59.16,1.56,0.86,,101.0,Moderate
Thiruvananthapuram,3/17/2020,39.09,70.74,5.32,15.24,15.24,7.25,1.03,7.16,41.94,,,,74.0,Satisfactory
Bengaluru,9/16/2016,32.23,57.94,10.28,32.53,65.31,13.14,0.89,7.68,22.05,0.34,2.14,,66.0,Satisfactory
Delhi,10/4/2015,145.97,335.82,62.2,62.84,99.01,34.91,2.26,15.08,44.92,8.8,31.87,3.87,369.0,Very Poor
Amaravati,7/2/2018,20.36,41.99,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27,0.11,76.0,Satisfactory
Visakhapatnam,6/22/2018,27.05,74.19,1.7,38.98,21.59,12.69,0.46,9.52,26.54,4.28,12.6,3.13,92.0,Satisfactory
Delhi,11/13/2015,291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,4.46,10.11,0.0,454.0,Severe
Jorapokhar,6/4/2017,,175.7,8.12,8.73,,,0.38,42.62,22.45,,,,160.0,Moderate
Mumbai,2/3/2018,,,,,44.52,,1.06,,,0.0,0.0,0.0,,
Brajrajnagar,7/23/2019,20.5,50.9,5.4,11.74,9.22,69.31,1.42,2.28,8.46,0.0,,,99.0,Satisfactory
Jaipur,2/21/2018,105.11,191.24,33.99,60.04,86.83,35.53,1.55,10.72,38.47,1.66,4.07,,223.0,Poor
Jaipur,6/3/2019,63.32,179.22,16.94,34.52,43.81,17.16,0.77,12.39,43.61,1.25,5.38,,148.0,Moderate
Hyderabad,6/5/2017,16.11,54.35,8.38,19.2,6.73,21.42,0.07,6.0,54.74,0.02,0.44,0.16,106.0,Moderate
Ahmedabad,9/9/2018,22.33,,40.34,74.32,66.36,,40.34,111.98,,3.94,16.02,0.65,576.0,Severe
Hyderabad,3/15/2017,21.27,57.52,8.25,18.26,6.57,13.73,0.11,7.85,41.95,0.04,0.66,0.12,95.0,Satisfactory
Patna,5/14/2020,53.82,158.92,48.91,31.61,66.61,10.05,0.77,7.41,40.85,3.77,5.61,2.19,176.0,Moderate
Amritsar,3/20/2018,56.47,158.03,13.78,12.76,35.48,8.69,0.75,2.59,23.55,4.01,1.48,0.96,124.0,Moderate
Mumbai,1/9/2017,,,,,,,0.0,,,,,,,
Shillong,3/5/2020,26.31,34.09,0.88,2.77,1.22,2.85,0.32,3.99,41.7,435.09,434.92,,63.0,Satisfactory
Patna,3/28/2020,31.87,87.38,47.07,43.29,59.88,12.38,1.49,11.73,15.88,0.48,3.88,0.3,122.0,Moderate
Hyderabad,12/15/2017,68.48,119.88,3.5,38.85,23.42,18.09,0.77,7.52,42.62,3.11,12.0,3.83,126.0,Moderate
Mumbai,2/22/2017,,,,,,,0.0,,,0.0,0.0,0.0,,
Chandigarh,11/24/2019,44.9,76.48,2.6,18.03,20.07,5.0,0.45,10.79,8.99,5.24,1.92,1.19,107.0,Moderate
Shillong,4/12/2020,,,,,0.0,,0.0,,,0.0,0.0,,,
Talcher,1/21/2019,99.88,424.28,23.55,0.03,22.54,6.98,2.34,31.05,10.45,0.0,,,456.0,Severe
Delhi,12/11/2019,299.85,452.65,106.35,85.56,138.71,68.66,3.2,14.71,41.46,8.0,69.03,4.94,430.0,Severe
Hyderabad,9/16/2016,10.75,22.54,9.73,35.0,7.61,38.51,0.27,2.6,8.26,0.03,0.21,0.54,59.0,Satisfactory
Jaipur,5/9/2018,55.01,148.03,10.03,24.3,31.34,18.82,0.74,8.61,87.99,0.33,10.84,,181.0,Moderate
Brajrajnagar,9/5/2018,,,,,,,,,,,,,,
Talcher,4/20/2018,34.41,81.16,56.69,20.36,41.96,32.72,1.62,57.56,15.98,0.0,0.0,,96.0,Satisfactory
Delhi,3/22/2020,78.61,134.46,14.49,29.85,30.31,32.61,0.92,16.63,47.67,2.86,21.43,0.5,198.0,Moderate
Thiruvananthapuram,12/15/2019,19.4,46.41,12.46,21.04,21.28,10.09,1.47,8.9,31.46,,,,88.0,Satisfactory
Thiruvananthapuram,3/25/2018,41.77,84.28,1.66,13.53,8.56,5.2,1.19,4.98,41.53,,,,82.0,Satisfactory
Mumbai,6/8/2019,14.42,77.47,25.34,11.93,36.46,9.55,0.52,8.74,18.69,1.77,,,77.0,Satisfactory
Visakhapatnam,5/4/2018,22.42,81.52,8.05,40.78,28.23,9.49,0.46,17.91,23.02,5.37,17.25,3.37,84.0,Satisfactory
Ahmedabad,1/5/2016,,,,,,,,,,,,,,
Chennai,4/3/2016,63.65,,4.99,5.76,8.7,190.4,0.81,3.97,20.87,2.11,4.89,,132.0,Moderate
Chennai,2/10/2019,12.77,,5.81,10.88,16.68,66.05,1.0,16.47,18.45,0.0,1.13,,67.0,Satisfactory
Jaipur,1/26/2019,43.55,89.54,48.46,18.45,50.12,18.55,0.72,10.26,42.7,0.6,4.25,,89.0,Satisfactory
Thiruvananthapuram,9/8/2019,12.5,29.74,0.75,3.08,1.83,1.16,0.77,1.04,17.62,,,,54.0,Satisfactory
Kolkata,5/1/2018,,,2.63,32.56,35.18,13.59,0.0,,,2.15,4.44,,,
Ahmedabad,1/1/2017,,,,,,,,,,0.0,0.0,0.0,,
Brajrajnagar,8/4/2019,9.51,18.82,5.28,10.73,6.95,76.43,1.78,1.08,4.09,0.0,,,96.0,Satisfactory
Hyderabad,7/1/2017,10.98,42.56,8.77,12.28,6.83,3.54,0.14,3.86,32.5,0.06,0.35,0.1,63.0,Satisfactory
